id,instrument_1,instrument_2
1399,guitar_acoustic_014-078-050,string_acoustic_012-055-050
1400,keyboard_electronic_002-055-075,flute_synthetic_000-073-075
1401,flute_synthetic_000-049-050,keyboard_acoustic_004-056-127
1402,guitar_acoustic_021-076-025,keyboard_electronic_003-065-127
1403,keyboard_electronic_003-057-100,flute_synthetic_000-057-100
1404,keyboard_electronic_002-075-100,string_acoustic_056-050-050
1405,keyboard_electronic_069-077-100,string_acoustic_056-053-025
1406,guitar_acoustic_021-076-050,flute_acoustic_002-078-025
1407,keyboard_electronic_069-084-025,string_acoustic_056-072-100
1408,string_acoustic_056-069-025,flute_synthetic_000-072-025
1409,guitar_acoustic_021-050-025,flute_acoustic_002-075-100
1410,guitar_acoustic_010-050-050,flute_synthetic_000-064-127
1411,flute_synthetic_000-079-100,keyboard_acoustic_004-061-025
1412,flute_synthetic_000-063-075,string_acoustic_057-071-075
1413,keyboard_synthetic_000-080-100,guitar_acoustic_014-070-100
1414,guitar_acoustic_021-082-127,string_acoustic_056-051-025
1415,string_acoustic_057-075-075,keyboard_electronic_069-056-127
1416,guitar_electronic_022-049-050,keyboard_electronic_069-051-100
1417,string_acoustic_012-055-050,keyboard_electronic_002-072-075
1418,string_acoustic_080-051-127,keyboard_electronic_098-067-075
1419,string_acoustic_056-060-127,keyboard_electronic_098-075-100
1420,string_acoustic_057-068-100,flute_acoustic_002-071-127
1421,string_acoustic_056-052-075,flute_synthetic_000-062-025
1422,keyboard_acoustic_004-081-075,guitar_acoustic_015-066-100
1423,guitar_acoustic_015-080-050,keyboard_acoustic_004-054-050
1424,keyboard_acoustic_004-054-075,string_acoustic_056-060-127
1425,flute_acoustic_002-083-100,keyboard_electronic_003-054-075
1426,guitar_acoustic_014-060-050,string_acoustic_056-071-050
1427,keyboard_electronic_003-064-050,flute_synthetic_000-060-025
1428,flute_acoustic_002-071-127,string_acoustic_014-058-100
1429,guitar_acoustic_014-050-127,flute_synthetic_000-073-075
1430,flute_synthetic_000-080-050,guitar_acoustic_010-070-025
1431,keyboard_acoustic_004-068-100,string_acoustic_014-051-100
1432,guitar_acoustic_010-051-075,keyboard_electronic_069-067-050
1433,guitar_acoustic_030-051-127,flute_synthetic_000-068-075
1434,flute_synthetic_000-064-127,string_acoustic_056-072-100
1435,guitar_electronic_028-058-025,flute_synthetic_000-081-127
1436,keyboard_electronic_001-072-127,string_acoustic_080-048-025
1437,string_acoustic_057-062-050,guitar_acoustic_014-052-025
1438,keyboard_electronic_002-057-075,flute_acoustic_002-074-025
1439,string_acoustic_056-059-127,flute_acoustic_002-084-025
1440,string_acoustic_056-058-025,keyboard_electronic_002-067-075
1441,keyboard_synthetic_000-073-127,guitar_acoustic_015-082-127
1442,string_acoustic_057-063-100,flute_acoustic_002-077-025
1443,keyboard_electronic_002-076-127,flute_acoustic_002-067-050
1444,string_acoustic_057-084-127,guitar_acoustic_010-049-127
1445,flute_acoustic_002-077-100,keyboard_electronic_078-059-100
1446,keyboard_electronic_002-073-075,flute_synthetic_000-052-025
1447,guitar_acoustic_030-074-050,string_acoustic_014-065-127
1448,string_acoustic_056-076-025,guitar_acoustic_010-077-025
1449,flute_synthetic_000-066-025,guitar_acoustic_021-084-050
1450,keyboard_electronic_002-067-025,flute_synthetic_000-064-127
1451,string_acoustic_056-061-075,guitar_acoustic_021-051-025
1452,guitar_acoustic_014-077-025,string_acoustic_080-053-050
1453,guitar_acoustic_015-062-100,keyboard_electronic_098-075-127
1454,guitar_acoustic_021-062-075,string_acoustic_014-058-050
1455,flute_synthetic_000-054-127,guitar_acoustic_030-061-100
1456,guitar_acoustic_014-074-127,flute_synthetic_000-057-100
1457,keyboard_electronic_078-070-075,string_acoustic_057-055-100
1458,keyboard_electronic_078-049-100,guitar_acoustic_014-062-075
1459,string_acoustic_057-067-100,flute_synthetic_000-068-075
1460,keyboard_electronic_069-080-100,string_acoustic_056-050-127
1461,flute_acoustic_002-077-100,string_acoustic_014-049-127
1462,flute_synthetic_000-068-075,guitar_acoustic_030-081-050
1463,guitar_acoustic_021-068-100,keyboard_synthetic_000-073-127
1464,string_acoustic_012-055-050,keyboard_electronic_069-064-127
1465,guitar_acoustic_010-060-100,string_acoustic_057-060-100
1466,string_acoustic_056-078-100,flute_acoustic_002-079-127
1467,string_acoustic_057-078-127,guitar_electronic_022-084-025
1468,guitar_acoustic_015-074-075,flute_acoustic_002-077-050
1469,keyboard_electronic_003-071-127,string_acoustic_056-071-075
1470,keyboard_acoustic_004-083-075,string_acoustic_080-048-025
1471,flute_acoustic_002-077-050,guitar_electronic_022-067-127
1472,string_acoustic_012-054-050,keyboard_electronic_002-059-025
1473,string_acoustic_057-063-075,keyboard_electronic_003-084-025
1474,flute_acoustic_002-078-050,string_acoustic_057-061-100
1475,guitar_acoustic_014-052-025,flute_synthetic_000-080-050
1476,keyboard_acoustic_004-083-050,string_acoustic_014-061-100
1477,guitar_acoustic_021-057-127,string_acoustic_057-083-127
1478,flute_synthetic_000-081-127,guitar_electronic_028-052-050
1479,keyboard_electronic_098-077-075,guitar_electronic_022-067-127
1480,string_acoustic_057-074-050,flute_synthetic_000-048-127
1481,flute_synthetic_000-076-025,string_acoustic_057-081-127
1482,string_acoustic_056-056-075,keyboard_synthetic_000-074-100
1483,guitar_acoustic_021-065-127,flute_synthetic_000-076-025
1484,string_acoustic_012-055-050,flute_synthetic_000-062-025
1485,keyboard_electronic_002-076-025,guitar_acoustic_030-064-025
1486,string_acoustic_012-051-127,keyboard_electronic_003-063-025
1487,guitar_acoustic_010-080-127,string_acoustic_056-074-075
1488,string_acoustic_056-076-025,flute_synthetic_000-084-025
1489,guitar_acoustic_010-056-100,keyboard_electronic_001-071-100
1490,flute_synthetic_000-075-075,guitar_acoustic_014-054-100
1491,flute_synthetic_000-075-075,guitar_acoustic_010-050-050
1492,keyboard_electronic_069-077-100,string_acoustic_014-059-050
1493,keyboard_electronic_003-083-100,guitar_acoustic_021-074-025
1494,flute_acoustic_002-073-127,keyboard_electronic_003-080-100
1495,flute_synthetic_000-049-100,guitar_acoustic_030-073-050
1496,flute_acoustic_002-071-127,keyboard_electronic_002-066-100
1497,string_acoustic_057-063-075,keyboard_acoustic_004-082-050
1498,flute_synthetic_000-061-075,guitar_acoustic_015-082-127
1499,flute_synthetic_000-063-075,string_acoustic_057-074-050
1500,keyboard_electronic_002-062-075,guitar_acoustic_014-076-025
1501,guitar_electronic_028-077-050,flute_acoustic_002-080-050
1502,string_acoustic_057-071-100,guitar_electronic_022-076-025
1503,guitar_acoustic_030-054-075,keyboard_electronic_002-050-050
1504,string_acoustic_057-080-127,guitar_acoustic_010-060-100
1505,string_acoustic_056-059-100,flute_synthetic_000-053-025
1506,flute_synthetic_000-081-127,keyboard_acoustic_004-074-100
1507,string_acoustic_057-063-100,flute_synthetic_000-073-127
1508,guitar_acoustic_021-071-127,keyboard_electronic_069-061-025
1509,keyboard_electronic_078-083-025,string_acoustic_057-070-050
1510,flute_synthetic_000-053-127,keyboard_electronic_003-063-025
1511,string_acoustic_056-079-050,guitar_electronic_022-058-075
1512,string_acoustic_071-053-075,guitar_electronic_022-059-050
1513,guitar_acoustic_014-056-025,string_acoustic_014-049-127
1514,guitar_acoustic_021-082-100,flute_synthetic_000-084-025
1515,guitar_acoustic_015-080-050,string_acoustic_057-078-075
1516,guitar_electronic_028-082-050,keyboard_electronic_098-065-100
1517,flute_synthetic_000-071-127,keyboard_electronic_098-054-025
1518,flute_synthetic_000-075-075,guitar_acoustic_015-083-127
1519,keyboard_electronic_003-070-025,string_acoustic_056-059-100
1520,keyboard_electronic_003-080-075,string_acoustic_014-049-100
1521,string_acoustic_057-075-075,keyboard_acoustic_004-083-050
1522,guitar_electronic_022-067-127,flute_synthetic_000-048-100
1523,guitar_acoustic_015-052-100,keyboard_acoustic_004-053-025
1524,guitar_acoustic_021-067-127,flute_synthetic_000-054-127
1525,string_acoustic_080-050-075,keyboard_electronic_069-052-127
1526,flute_synthetic_000-054-025,guitar_acoustic_010-060-100
1527,flute_synthetic_000-062-075,string_acoustic_056-060-127
1528,keyboard_acoustic_004-076-075,string_acoustic_080-048-127
1529,guitar_acoustic_010-076-050,flute_synthetic_000-052-127
1530,flute_synthetic_000-083-050,guitar_electronic_028-069-025
1531,keyboard_synthetic_000-071-127,guitar_electronic_028-058-025
1532,keyboard_electronic_001-082-025,string_acoustic_056-074-075
1533,string_acoustic_057-071-025,keyboard_acoustic_004-053-025
1534,keyboard_electronic_003-048-025,string_acoustic_056-071-127
1535,flute_acoustic_002-067-025,string_acoustic_080-048-025
1536,flute_synthetic_000-055-050,string_acoustic_014-059-050
1537,keyboard_acoustic_004-063-025,guitar_acoustic_015-060-025
1538,keyboard_synthetic_000-058-050,string_acoustic_056-050-050
1539,keyboard_electronic_002-067-025,string_acoustic_014-063-050
1540,keyboard_electronic_078-053-127,flute_synthetic_000-049-050
1541,keyboard_synthetic_000-063-050,guitar_acoustic_014-075-050
1542,guitar_acoustic_010-063-050,keyboard_electronic_098-079-127
1543,keyboard_electronic_002-063-025,guitar_acoustic_021-067-127
1544,string_acoustic_056-056-075,guitar_acoustic_015-077-100
1545,guitar_acoustic_030-048-050,string_acoustic_056-078-127
1546,flute_synthetic_000-072-050,guitar_acoustic_015-060-025
1547,string_acoustic_014-058-050,guitar_acoustic_014-083-050
1548,guitar_acoustic_010-084-025,string_acoustic_056-075-025
1549,string_acoustic_056-059-127,guitar_acoustic_010-054-025
1550,guitar_electronic_022-059-050,keyboard_electronic_098-077-075
1551,keyboard_electronic_003-073-075,guitar_electronic_022-060-075
1552,keyboard_electronic_003-080-127,flute_acoustic_002-081-075
1553,keyboard_electronic_069-051-100,flute_acoustic_002-079-100
1554,flute_synthetic_000-058-025,keyboard_electronic_002-053-127
1555,string_acoustic_071-052-127,keyboard_electronic_069-080-100
1556,string_acoustic_071-053-075,keyboard_electronic_002-050-050
1557,string_acoustic_014-052-127,keyboard_synthetic_000-075-075
1558,string_acoustic_056-051-025,guitar_acoustic_015-048-127
1559,flute_synthetic_000-079-025,guitar_acoustic_014-056-100
1560,flute_synthetic_000-050-127,guitar_acoustic_021-071-127
1561,keyboard_electronic_078-071-127,guitar_acoustic_015-071-025
1562,keyboard_electronic_069-081-075,string_acoustic_071-053-075
1563,string_acoustic_056-078-127,keyboard_acoustic_004-052-075
1564,string_acoustic_056-060-127,keyboard_electronic_098-078-025
1565,string_acoustic_056-054-050,keyboard_electronic_001-071-025
1566,string_acoustic_056-078-127,guitar_acoustic_015-077-127
1567,flute_acoustic_002-072-127,keyboard_electronic_069-066-050
1568,guitar_electronic_022-048-100,flute_synthetic_000-083-050
1569,flute_synthetic_000-057-050,string_acoustic_012-055-050
1570,guitar_acoustic_030-049-025,flute_synthetic_000-073-050
1571,flute_synthetic_000-057-100,keyboard_electronic_001-067-025
1572,string_acoustic_056-060-075,keyboard_electronic_002-062-050
1573,keyboard_electronic_098-065-100,string_acoustic_057-071-075
1574,guitar_acoustic_014-070-050,keyboard_electronic_001-072-127
1575,guitar_electronic_028-068-075,string_acoustic_057-058-127
1576,keyboard_electronic_078-053-127,guitar_acoustic_010-070-025
1577,keyboard_synthetic_000-061-100,flute_synthetic_000-055-050
1578,guitar_acoustic_021-071-100,keyboard_electronic_098-073-100
1579,guitar_acoustic_015-063-127,flute_acoustic_002-071-127
1580,string_acoustic_014-064-075,guitar_electronic_022-055-100
1581,flute_synthetic_000-061-075,guitar_acoustic_021-064-127
1582,string_acoustic_057-064-025,guitar_acoustic_030-062-025
1583,keyboard_electronic_069-077-050,string_acoustic_057-064-075
1584,flute_synthetic_000-068-075,guitar_acoustic_021-083-127
1585,string_acoustic_056-059-100,guitar_acoustic_021-065-075
1586,flute_acoustic_002-073-127,string_acoustic_057-080-025
1587,flute_synthetic_000-075-075,keyboard_acoustic_004-083-050
1588,keyboard_electronic_002-050-100,string_acoustic_057-079-050
1589,keyboard_electronic_078-070-127,string_acoustic_057-078-127
1590,string_acoustic_057-077-075,flute_acoustic_002-067-050
1591,keyboard_electronic_001-065-100,string_acoustic_057-067-100
1592,keyboard_electronic_002-076-100,flute_acoustic_002-072-127
1593,keyboard_acoustic_004-081-050,guitar_acoustic_030-064-075
1594,string_acoustic_057-064-075,keyboard_electronic_003-081-025
1595,flute_acoustic_002-078-025,string_acoustic_014-053-025
1596,guitar_acoustic_021-051-025,flute_synthetic_000-072-100
1597,flute_acoustic_002-068-050,guitar_acoustic_030-077-100
1598,guitar_acoustic_015-049-050,flute_acoustic_002-077-100
1599,keyboard_electronic_098-058-025,flute_synthetic_000-063-075
1600,string_acoustic_014-065-127,keyboard_acoustic_004-054-075
1601,guitar_acoustic_030-048-050,keyboard_electronic_003-080-075
1602,guitar_acoustic_021-083-025,string_acoustic_057-064-025
1603,string_acoustic_056-062-127,flute_synthetic_000-061-050
1604,string_acoustic_014-065-075,flute_synthetic_000-079-100
1605,guitar_acoustic_021-065-075,flute_synthetic_000-058-100
1606,keyboard_electronic_078-069-100,guitar_acoustic_021-076-050
1607,string_acoustic_014-061-025,keyboard_electronic_078-071-100
1608,keyboard_synthetic_000-058-050,flute_synthetic_000-060-025
1609,keyboard_acoustic_004-074-100,flute_acoustic_002-069-025
1610,flute_synthetic_000-064-100,guitar_acoustic_014-060-127
1611,flute_synthetic_000-050-050,keyboard_acoustic_004-065-100
1612,flute_synthetic_000-080-050,keyboard_electronic_003-074-075
1613,keyboard_acoustic_004-077-100,guitar_acoustic_021-068-100
1614,string_acoustic_014-062-075,keyboard_electronic_001-065-050
1615,flute_synthetic_000-049-100,keyboard_electronic_001-080-127
1616,flute_synthetic_000-051-100,guitar_acoustic_021-058-100
1617,guitar_acoustic_015-064-127,flute_acoustic_002-069-025
1618,keyboard_synthetic_000-049-100,flute_acoustic_002-077-100
1619,string_acoustic_056-071-127,flute_synthetic_000-066-025
1620,string_acoustic_014-062-075,flute_synthetic_000-048-100
1621,flute_synthetic_000-062-025,guitar_electronic_028-057-075
1622,flute_acoustic_002-084-075,string_acoustic_057-072-050
1623,flute_synthetic_000-063-075,string_acoustic_056-071-127
1624,keyboard_electronic_001-057-075,guitar_acoustic_021-077-050
1625,string_acoustic_056-059-075,flute_synthetic_000-057-100
1626,guitar_acoustic_015-062-025,keyboard_electronic_002-073-025
1627,string_acoustic_014-062-127,keyboard_electronic_098-071-127
1628,keyboard_electronic_098-061-075,flute_synthetic_000-072-050
1629,flute_synthetic_000-070-127,keyboard_electronic_069-051-075
1630,keyboard_electronic_002-049-127,flute_synthetic_000-053-025
1631,guitar_electronic_028-048-127,flute_synthetic_000-052-025
1632,guitar_acoustic_014-072-025,string_acoustic_071-052-025
1633,guitar_acoustic_030-051-127,keyboard_electronic_001-068-075
1634,guitar_acoustic_021-049-050,string_acoustic_080-053-050
1635,string_acoustic_014-065-075,flute_synthetic_000-057-100
1636,flute_synthetic_000-073-127,guitar_acoustic_014-061-127
1637,string_acoustic_057-073-127,guitar_acoustic_010-077-127
1638,guitar_acoustic_015-049-050,string_acoustic_056-060-127
1639,flute_synthetic_000-063-075,guitar_acoustic_014-071-025
1640,keyboard_electronic_069-080-075,string_acoustic_014-058-050
1641,guitar_electronic_022-060-075,flute_acoustic_002-077-025
1642,guitar_acoustic_014-068-100,flute_acoustic_002-083-100
1643,keyboard_synthetic_000-049-100,string_acoustic_056-072-025
1644,keyboard_electronic_098-083-075,guitar_electronic_028-052-050
1645,guitar_acoustic_014-057-025,flute_synthetic_000-053-025
1646,string_acoustic_057-079-050,flute_synthetic_000-050-127
1647,keyboard_electronic_069-063-100,guitar_acoustic_010-063-025
1648,keyboard_electronic_078-064-075,flute_synthetic_000-061-075
1649,keyboard_acoustic_004-064-050,string_acoustic_057-073-127
1650,string_acoustic_056-078-100,flute_synthetic_000-066-025
1651,guitar_acoustic_010-084-025,flute_synthetic_000-071-127
1652,guitar_acoustic_015-077-100,keyboard_electronic_002-067-075
1653,string_acoustic_056-055-025,guitar_acoustic_010-051-100
1654,string_acoustic_057-070-100,keyboard_electronic_098-083-075
1655,flute_synthetic_000-073-050,keyboard_electronic_001-061-075
1656,keyboard_synthetic_000-055-025,string_acoustic_056-078-127
1657,flute_synthetic_000-054-127,string_acoustic_056-058-025
1658,string_acoustic_056-079-050,guitar_electronic_022-077-127
1659,guitar_acoustic_010-076-050,keyboard_electronic_002-082-075
1660,keyboard_synthetic_000-074-100,guitar_acoustic_030-060-075
1661,guitar_acoustic_014-062-075,keyboard_electronic_078-062-075
1662,keyboard_electronic_002-064-050,flute_acoustic_002-078-100
1663,flute_synthetic_000-060-025,keyboard_electronic_002-075-100
1664,keyboard_electronic_001-056-025,string_acoustic_056-060-075
1665,flute_synthetic_000-073-050,guitar_electronic_022-056-127
1666,guitar_acoustic_010-063-127,keyboard_electronic_003-050-050
1667,guitar_acoustic_021-053-025,string_acoustic_071-050-050
1668,flute_synthetic_000-053-025,guitar_acoustic_014-075-050
1669,flute_synthetic_000-058-100,string_acoustic_056-056-075
1670,flute_synthetic_000-058-025,guitar_acoustic_014-068-050
1671,guitar_acoustic_015-066-100,string_acoustic_057-069-075
