qualities,pitch,note,instrument_source_str,velocity,instrument_str,instrument,sample_rate,qualities_str,instrument_source,note_str,instrument_family,instrument_family_str
"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",72,10801,acoustic,50,reed_acoustic_037,387,16000,['reverb'],0,reed_acoustic_037-072-050,7,reed
"[0, 0, 0, 1, 0, 0, 0, 0, 0, 1]",73,143977,acoustic,75,guitar_acoustic_030,642,16000,"['fast_decay', 'tempo-synced']",0,guitar_acoustic_030-073-075,3,guitar
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",94,145698,synthetic,100,bass_synthetic_033,417,16000,[],2,bass_synthetic_033-094-100,0,bass
"[0, 0, 0, 1, 0, 0, 0, 1, 1, 0]",100,249735,synthetic,25,bass_synthetic_134,914,16000,"['fast_decay', 'percussive', 'reverb']",2,bass_synthetic_134-100-025,0,bass
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",91,56629,synthetic,25,bass_synthetic_033,417,16000,[],2,bass_synthetic_033-091-025,0,bass
"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0]",94,181100,acoustic,100,guitar_acoustic_014,263,16000,"['fast_decay', 'percussive']",0,guitar_acoustic_014-094-100,3,guitar
"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",87,231112,electronic,50,keyboard_electronic_001,40,16000,['long_release'],1,keyboard_electronic_001-087-050,4,keyboard
"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",105,30088,acoustic,50,brass_acoustic_046,414,16000,['long_release'],0,brass_acoustic_046-105-050,1,brass
"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",57,104689,synthetic,25,flute_synthetic_000,82,16000,['distortion'],2,flute_synthetic_000-057-025,2,flute
"[0, 0, 0, 1, 0, 0, 0, 1, 1, 0]",95,184691,acoustic,75,guitar_acoustic_015,316,16000,"['fast_decay', 'percussive', 'reverb']",0,guitar_acoustic_015-095-075,3,guitar
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",39,250739,electronic,75,bass_electronic_025,872,16000,[],1,bass_electronic_025-039-075,0,bass
"[0, 0, 1, 0, 1, 0, 1, 0, 0, 0]",72,281972,electronic,127,organ_electronic_007,123,16000,"['distortion', 'long_release', 'nonlinear_env']",1,organ_electronic_007-072-127,6,organ
"[0, 0, 0, 1, 0, 0, 0, 0, 1, 0]",47,44787,acoustic,100,string_acoustic_056,436,16000,"['fast_decay', 'reverb']",0,string_acoustic_056-047-100,8,string
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",25,105120,acoustic,100,guitar_acoustic_014,263,16000,[],0,guitar_acoustic_014-025-100,3,guitar
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",71,12589,acoustic,127,reed_acoustic_018,183,16000,[],0,reed_acoustic_018-071-127,7,reed
"[1, 0, 0, 0, 0, 0, 1, 0, 1, 0]",77,101302,acoustic,75,string_acoustic_057,450,16000,"['bright', 'nonlinear_env', 'reverb']",0,string_acoustic_057-077-075,8,string
"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",93,58713,acoustic,100,flute_acoustic_002,86,16000,['reverb'],0,flute_acoustic_002-093-100,2,flute
"[0, 1, 0, 0, 0, 0, 0, 0, 1, 0]",64,184469,synthetic,25,bass_synthetic_134,914,16000,"['dark', 'reverb']",2,bass_synthetic_134-064-025,0,bass
"[1, 0, 1, 0, 1, 0, 1, 0, 0, 0]",105,23069,synthetic,25,vocal_synthetic_003,37,16000,"['bright', 'distortion', 'long_release', 'nonlinear_env']",2,vocal_synthetic_003-105-025,10,vocal
"[1, 0, 1, 0, 1, 0, 1, 0, 0, 0]",97,26622,synthetic,127,vocal_synthetic_003,37,16000,"['bright', 'distortion', 'long_release', 'nonlinear_env']",2,vocal_synthetic_003-097-127,10,vocal
"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",65,155206,synthetic,50,bass_synthetic_135,927,16000,['distortion'],2,bass_synthetic_135-065-050,0,bass
"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",60,39008,acoustic,75,vocal_acoustic_000,46,16000,['reverb'],0,vocal_acoustic_000-060-075,10,vocal
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",22,16367,acoustic,75,guitar_acoustic_010,219,16000,[],0,guitar_acoustic_010-022-075,3,guitar
"[0, 0, 0, 1, 0, 1, 0, 0, 0, 0]",96,1578,acoustic,50,mallet_acoustic_062,644,16000,"['fast_decay', 'multiphonic']",0,mallet_acoustic_062-096-050,5,mallet
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",64,299201,electronic,25,keyboard_electronic_098,905,16000,[],1,keyboard_electronic_098-064-025,4,keyboard
"[0, 0, 0, 1, 0, 1, 1, 0, 0, 0]",88,60029,acoustic,50,reed_acoustic_023,224,16000,"['fast_decay', 'multiphonic', 'nonlinear_env']",0,reed_acoustic_023-088-050,7,reed
"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",77,59149,electronic,50,keyboard_electronic_069,805,16000,['distortion'],1,keyboard_electronic_069-077-050,4,keyboard
"[1, 0, 1, 0, 1, 0, 1, 0, 0, 0]",108,56894,synthetic,75,vocal_synthetic_003,37,16000,"['bright', 'distortion', 'long_release', 'nonlinear_env']",2,vocal_synthetic_003-108-075,10,vocal
"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",36,167645,synthetic,75,bass_synthetic_135,927,16000,['distortion'],2,bass_synthetic_135-036-075,0,bass
"[1, 0, 0, 1, 0, 1, 1, 0, 0, 0]",52,5299,acoustic,100,reed_acoustic_023,224,16000,"['bright', 'fast_decay', 'multiphonic', 'nonlinear_env']",0,reed_acoustic_023-052-100,7,reed
"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",62,44758,electronic,25,organ_electronic_001,8,16000,['dark'],1,organ_electronic_001-062-025,6,organ
"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",26,207205,electronic,50,guitar_electronic_022,378,16000,['dark'],1,guitar_electronic_022-026-050,3,guitar
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",39,188222,acoustic,75,guitar_acoustic_010,219,16000,[],0,guitar_acoustic_010-039-075,3,guitar
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",40,68971,acoustic,50,guitar_acoustic_010,219,16000,[],0,guitar_acoustic_010-040-050,3,guitar
"[1, 0, 1, 0, 0, 0, 0, 0, 0, 1]",93,63921,synthetic,25,bass_synthetic_034,420,16000,"['bright', 'distortion', 'tempo-synced']",2,bass_synthetic_034-093-025,0,bass
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",89,254392,electronic,100,guitar_electronic_022,378,16000,[],1,guitar_electronic_022-089-100,3,guitar
"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",45,290070,electronic,50,organ_electronic_113,958,16000,['dark'],1,organ_electronic_113-045-050,6,organ
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",33,108104,electronic,25,keyboard_electronic_002,50,16000,[],1,keyboard_electronic_002-033-025,4,keyboard
"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0]",36,47637,acoustic,100,string_acoustic_012,97,16000,"['long_release', 'reverb']",0,string_acoustic_012-036-100,8,string
"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",65,78627,electronic,25,organ_electronic_028,440,16000,['dark'],1,organ_electronic_028-065-025,6,organ
"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0]",40,35135,acoustic,127,string_acoustic_012,97,16000,"['long_release', 'reverb']",0,string_acoustic_012-040-127,8,string
"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",40,221292,electronic,127,organ_electronic_057,701,16000,['dark'],1,organ_electronic_057-040-127,6,organ
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",23,148336,acoustic,25,guitar_acoustic_010,219,16000,[],0,guitar_acoustic_010-023-025,3,guitar
"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",60,195359,synthetic,127,bass_synthetic_098,803,16000,['distortion'],2,bass_synthetic_098-060-127,0,bass
"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",56,253021,acoustic,127,keyboard_acoustic_004,327,16000,['reverb'],0,keyboard_acoustic_004-056-127,4,keyboard
"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",51,231936,electronic,75,keyboard_electronic_069,805,16000,['distortion'],1,keyboard_electronic_069-051-075,4,keyboard
"[0, 0, 1, 1, 0, 0, 1, 0, 0, 0]",38,233093,synthetic,100,keyboard_synthetic_000,577,16000,"['distortion', 'fast_decay', 'nonlinear_env']",2,keyboard_synthetic_000-038-100,4,keyboard
"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",66,44032,acoustic,100,brass_acoustic_006,43,16000,['reverb'],0,brass_acoustic_006-066-100,1,brass
"[0, 0, 1, 0, 1, 0, 1, 0, 0, 0]",58,129715,electronic,25,organ_electronic_007,123,16000,"['distortion', 'long_release', 'nonlinear_env']",1,organ_electronic_007-058-025,6,organ
"[0, 0, 1, 0, 1, 0, 1, 0, 0, 0]",9,204148,electronic,75,organ_electronic_007,123,16000,"['distortion', 'long_release', 'nonlinear_env']",1,organ_electronic_007-009-075,6,organ
"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",84,305745,electronic,50,keyboard_electronic_001,40,16000,['percussive'],1,keyboard_electronic_001-084-050,4,keyboard
"[0, 1, 0, 1, 0, 1, 0, 0, 0, 0]",66,168664,acoustic,25,mallet_acoustic_062,644,16000,"['dark', 'fast_decay', 'multiphonic']",0,mallet_acoustic_062-066-025,5,mallet
"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",60,49955,acoustic,127,brass_acoustic_015,121,16000,['reverb'],0,brass_acoustic_015-060-127,1,brass
"[0, 0, 0, 0, 1, 0, 0, 0, 0, 1]",75,122970,acoustic,100,guitar_acoustic_030,642,16000,"['long_release', 'tempo-synced']",0,guitar_acoustic_030-075-100,3,guitar
"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",25,195530,electronic,50,keyboard_electronic_003,65,16000,['dark'],1,keyboard_electronic_003-025-050,4,keyboard
"[0, 0, 1, 0, 0, 0, 0, 0, 0, 1]",48,262094,synthetic,50,bass_synthetic_034,420,16000,"['distortion', 'tempo-synced']",2,bass_synthetic_034-048-050,0,bass
"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",21,16657,synthetic,127,flute_synthetic_000,82,16000,['distortion'],2,flute_synthetic_000-021-127,2,flute
"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",60,195526,synthetic,50,bass_synthetic_068,656,16000,['dark'],2,bass_synthetic_068-060-050,0,bass
"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0]",107,169894,acoustic,50,guitar_acoustic_021,457,16000,"['fast_decay', 'percussive']",0,guitar_acoustic_021-107-050,3,guitar
"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0]",58,119563,acoustic,100,mallet_acoustic_056,590,16000,"['fast_decay', 'percussive']",0,mallet_acoustic_056-058-100,5,mallet
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",34,80189,electronic,127,guitar_electronic_028,510,16000,[],1,guitar_electronic_028-034-127,3,guitar
"[0, 0, 0, 0, 0, 0, 1, 0, 1, 0]",86,98091,acoustic,127,string_acoustic_057,450,16000,"['nonlinear_env', 'reverb']",0,string_acoustic_057-086-127,8,string
"[0, 0, 0, 1, 0, 0, 0, 1, 1, 0]",65,61823,acoustic,127,string_acoustic_014,100,16000,"['fast_decay', 'percussive', 'reverb']",0,string_acoustic_014-065-127,8,string
"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",57,228072,synthetic,25,bass_synthetic_098,803,16000,['dark'],2,bass_synthetic_098-057-025,0,bass
"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",29,65858,electronic,50,guitar_electronic_022,378,16000,['dark'],1,guitar_electronic_022-029-050,3,guitar
"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",107,138571,electronic,100,organ_electronic_028,440,16000,['bright'],1,organ_electronic_028-107-100,6,organ
"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",72,80098,electronic,50,keyboard_electronic_001,40,16000,['dark'],1,keyboard_electronic_001-072-050,4,keyboard
"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",58,94735,electronic,50,organ_electronic_113,958,16000,['dark'],1,organ_electronic_113-058-050,6,organ
"[1, 0, 0, 1, 0, 1, 1, 0, 0, 0]",73,131854,acoustic,50,reed_acoustic_023,224,16000,"['bright', 'fast_decay', 'multiphonic', 'nonlinear_env']",0,reed_acoustic_023-073-050,7,reed
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",62,54914,acoustic,75,reed_acoustic_011,104,16000,[],0,reed_acoustic_011-062-075,7,reed
"[0, 1, 0, 0, 1, 1, 0, 0, 0, 0]",57,50575,acoustic,127,mallet_acoustic_062,644,16000,"['dark', 'long_release', 'multiphonic']",0,mallet_acoustic_062-057-127,5,mallet
"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",24,11951,electronic,100,organ_electronic_057,701,16000,['dark'],1,organ_electronic_057-024-100,6,organ
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",53,265266,electronic,100,keyboard_electronic_003,65,16000,[],1,keyboard_electronic_003-053-100,4,keyboard
"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",48,125318,electronic,50,guitar_electronic_028,510,16000,['dark'],1,guitar_electronic_028-048-050,3,guitar
"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",83,257874,electronic,75,keyboard_electronic_098,905,16000,['fast_decay'],1,keyboard_electronic_098-083-075,4,keyboard
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",23,36902,acoustic,50,guitar_acoustic_014,263,16000,[],0,guitar_acoustic_014-023-050,3,guitar
"[0, 1, 0, 0, 0, 0, 0, 0, 1, 0]",66,138955,acoustic,25,keyboard_acoustic_004,327,16000,"['dark', 'reverb']",0,keyboard_acoustic_004-066-025,4,keyboard
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",46,217475,electronic,127,keyboard_electronic_001,40,16000,[],1,keyboard_electronic_001-046-127,4,keyboard
"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0]",34,53192,acoustic,25,string_acoustic_012,97,16000,"['long_release', 'reverb']",0,string_acoustic_012-034-025,8,string
"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",70,25283,acoustic,75,vocal_acoustic_000,46,16000,['reverb'],0,vocal_acoustic_000-070-075,10,vocal
"[1, 0, 1, 0, 1, 0, 1, 0, 0, 0]",80,69121,electronic,75,organ_electronic_007,123,16000,"['bright', 'distortion', 'long_release', 'nonlinear_env']",1,organ_electronic_007-080-075,6,organ
"[0, 1, 0, 0, 1, 0, 0, 0, 0, 0]",75,234018,electronic,25,keyboard_electronic_001,40,16000,"['dark', 'long_release']",1,keyboard_electronic_001-075-025,4,keyboard
"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",55,287695,electronic,25,organ_electronic_001,8,16000,['dark'],1,organ_electronic_001-055-025,6,organ
"[0, 1, 0, 1, 0, 1, 0, 0, 0, 0]",60,23664,acoustic,50,mallet_acoustic_062,644,16000,"['dark', 'fast_decay', 'multiphonic']",0,mallet_acoustic_062-060-050,5,mallet
"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0]",87,267761,electronic,100,keyboard_electronic_002,50,16000,"['fast_decay', 'percussive']",1,keyboard_electronic_002-087-100,4,keyboard
"[0, 0, 1, 0, 1, 0, 1, 0, 0, 0]",56,17597,synthetic,50,vocal_synthetic_003,37,16000,"['distortion', 'long_release', 'nonlinear_env']",2,vocal_synthetic_003-056-050,10,vocal
"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",62,105854,acoustic,100,guitar_acoustic_015,316,16000,['reverb'],0,guitar_acoustic_015-062-100,3,guitar
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",26,234832,electronic,127,keyboard_electronic_001,40,16000,[],1,keyboard_electronic_001-026-127,4,keyboard
"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",86,251270,electronic,50,keyboard_electronic_098,905,16000,['fast_decay'],1,keyboard_electronic_098-086-050,4,keyboard
"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",51,215086,acoustic,127,keyboard_acoustic_004,327,16000,['reverb'],0,keyboard_acoustic_004-051-127,4,keyboard
"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",30,17818,electronic,127,keyboard_electronic_078,838,16000,['bright'],1,keyboard_electronic_078-030-127,4,keyboard
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",64,167101,electronic,127,guitar_electronic_022,378,16000,[],1,guitar_electronic_022-064-127,3,guitar
"[0, 0, 0, 1, 0, 0, 0, 1, 1, 0]",65,171463,acoustic,25,mallet_acoustic_047,488,16000,"['fast_decay', 'percussive', 'reverb']",0,mallet_acoustic_047-065-025,5,mallet
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",93,305432,electronic,75,organ_electronic_001,8,16000,[],1,organ_electronic_001-093-075,6,organ
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",82,117324,acoustic,127,guitar_acoustic_010,219,16000,[],0,guitar_acoustic_010-082-127,3,guitar
"[1, 0, 1, 0, 1, 0, 1, 0, 0, 0]",104,44798,synthetic,50,vocal_synthetic_003,37,16000,"['bright', 'distortion', 'long_release', 'nonlinear_env']",2,vocal_synthetic_003-104-050,10,vocal
"[1, 0, 1, 0, 1, 0, 1, 0, 0, 0]",39,16138,synthetic,127,vocal_synthetic_003,37,16000,"['bright', 'distortion', 'long_release', 'nonlinear_env']",2,vocal_synthetic_003-039-127,10,vocal
"[0, 0, 1, 0, 1, 0, 1, 0, 0, 0]",50,58858,synthetic,75,vocal_synthetic_003,37,16000,"['distortion', 'long_release', 'nonlinear_env']",2,vocal_synthetic_003-050-075,10,vocal
"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",44,245494,electronic,50,keyboard_electronic_069,805,16000,['distortion'],1,keyboard_electronic_069-044-050,4,keyboard
"[0, 0, 0, 1, 0, 1, 1, 0, 0, 0]",88,121052,acoustic,127,reed_acoustic_023,224,16000,"['fast_decay', 'multiphonic', 'nonlinear_env']",0,reed_acoustic_023-088-127,7,reed
"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",39,187390,synthetic,50,bass_synthetic_068,656,16000,['dark'],2,bass_synthetic_068-039-050,0,bass
"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",59,93753,acoustic,127,brass_acoustic_015,121,16000,['reverb'],0,brass_acoustic_015-059-127,1,brass
"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",76,124296,synthetic,100,bass_synthetic_135,927,16000,['distortion'],2,bass_synthetic_135-076-100,0,bass
"[0, 0, 1, 0, 1, 0, 1, 0, 0, 0]",50,299710,electronic,100,organ_electronic_007,123,16000,"['distortion', 'long_release', 'nonlinear_env']",1,organ_electronic_007-050-100,6,organ
"[0, 1, 0, 1, 0, 1, 0, 0, 0, 0]",75,102011,acoustic,75,mallet_acoustic_062,644,16000,"['dark', 'fast_decay', 'multiphonic']",0,mallet_acoustic_062-075-075,5,mallet
"[1, 0, 1, 0, 1, 0, 0, 0, 0, 0]",15,214443,synthetic,75,bass_synthetic_009,150,16000,"['bright', 'distortion', 'long_release']",2,bass_synthetic_009-015-075,0,bass
"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",46,27434,acoustic,127,string_acoustic_080,675,16000,['reverb'],0,string_acoustic_080-046-127,8,string
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",87,83145,electronic,25,organ_electronic_001,8,16000,[],1,organ_electronic_001-087-025,6,organ
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",48,206878,electronic,75,bass_electronic_018,759,16000,[],1,bass_electronic_018-048-075,0,bass
"[1, 0, 1, 0, 1, 0, 1, 0, 0, 0]",80,219378,electronic,100,organ_electronic_007,123,16000,"['bright', 'distortion', 'long_release', 'nonlinear_env']",1,organ_electronic_007-080-100,6,organ
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",26,143313,electronic,25,bass_electronic_018,759,16000,[],1,bass_electronic_018-026-025,0,bass
"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",45,232808,electronic,100,organ_electronic_057,701,16000,['dark'],1,organ_electronic_057-045-100,6,organ
"[0, 0, 1, 1, 0, 0, 1, 0, 0, 0]",45,90161,synthetic,25,keyboard_synthetic_000,577,16000,"['distortion', 'fast_decay', 'nonlinear_env']",2,keyboard_synthetic_000-045-025,4,keyboard
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",91,86797,electronic,127,guitar_electronic_028,510,16000,[],1,guitar_electronic_028-091-127,3,guitar
"[0, 1, 0, 0, 1, 1, 0, 0, 0, 0]",60,186444,acoustic,127,mallet_acoustic_062,644,16000,"['dark', 'long_release', 'multiphonic']",0,mallet_acoustic_062-060-127,5,mallet
"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",103,177071,electronic,100,guitar_electronic_028,510,16000,['bright'],1,guitar_electronic_028-103-100,3,guitar
"[1, 0, 1, 0, 1, 0, 0, 0, 0, 0]",83,221131,synthetic,50,bass_synthetic_009,150,16000,"['bright', 'distortion', 'long_release']",2,bass_synthetic_009-083-050,0,bass
"[0, 1, 0, 0, 0, 0, 0, 0, 1, 0]",28,226187,synthetic,75,bass_synthetic_134,914,16000,"['dark', 'reverb']",2,bass_synthetic_134-028-075,0,bass
"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",46,220103,electronic,75,organ_electronic_057,701,16000,['dark'],1,organ_electronic_057-046-075,6,organ
"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",69,35336,acoustic,25,brass_acoustic_006,43,16000,['reverb'],0,brass_acoustic_006-069-025,1,brass
"[1, 0, 1, 0, 0, 0, 0, 0, 0, 0]",106,128830,synthetic,100,flute_synthetic_000,82,16000,"['bright', 'distortion']",2,flute_synthetic_000-106-100,2,flute
"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",29,274315,synthetic,25,bass_synthetic_135,927,16000,['distortion'],2,bass_synthetic_135-029-025,0,bass
"[0, 0, 1, 0, 0, 0, 0, 0, 0, 1]",21,240927,synthetic,75,bass_synthetic_034,420,16000,"['distortion', 'tempo-synced']",2,bass_synthetic_034-021-075,0,bass
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",44,154354,electronic,127,bass_electronic_025,872,16000,[],1,bass_electronic_025-044-127,0,bass
"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",62,101666,electronic,100,keyboard_electronic_078,838,16000,['bright'],1,keyboard_electronic_078-062-100,4,keyboard
"[1, 0, 0, 0, 0, 0, 1, 0, 1, 0]",85,113225,acoustic,100,string_acoustic_057,450,16000,"['bright', 'nonlinear_env', 'reverb']",0,string_acoustic_057-085-100,8,string
"[1, 0, 1, 0, 1, 0, 0, 0, 0, 0]",40,111660,synthetic,25,bass_synthetic_009,150,16000,"['bright', 'distortion', 'long_release']",2,bass_synthetic_009-040-025,0,bass
"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",49,129578,synthetic,25,flute_synthetic_000,82,16000,['distortion'],2,flute_synthetic_000-049-025,2,flute
"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",97,8314,acoustic,100,brass_acoustic_046,414,16000,['long_release'],0,brass_acoustic_046-097-100,1,brass
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",98,143658,acoustic,100,guitar_acoustic_030,642,16000,['tempo-synced'],0,guitar_acoustic_030-098-100,3,guitar
"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",31,14119,electronic,127,organ_electronic_028,440,16000,['dark'],1,organ_electronic_028-031-127,6,organ
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",62,107454,electronic,127,keyboard_electronic_098,905,16000,[],1,keyboard_electronic_098-062-127,4,keyboard
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",79,118696,electronic,127,guitar_electronic_022,378,16000,[],1,guitar_electronic_022-079-127,3,guitar
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",57,90316,acoustic,127,brass_acoustic_016,128,16000,[],0,brass_acoustic_016-057-127,1,brass
"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",48,261057,electronic,25,keyboard_electronic_003,65,16000,['dark'],1,keyboard_electronic_003-048-025,4,keyboard
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",56,9626,acoustic,100,guitar_acoustic_010,219,16000,[],0,guitar_acoustic_010-056-100,3,guitar
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",86,196353,synthetic,100,bass_synthetic_098,803,16000,[],2,bass_synthetic_098-086-100,0,bass
"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",31,226772,electronic,127,keyboard_electronic_078,838,16000,['bright'],1,keyboard_electronic_078-031-127,4,keyboard
"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",58,117301,electronic,50,guitar_electronic_022,378,16000,['dark'],1,guitar_electronic_022-058-050,3,guitar
"[0, 1, 0, 0, 0, 0, 0, 0, 1, 0]",45,37534,acoustic,50,brass_acoustic_059,572,16000,"['dark', 'reverb']",0,brass_acoustic_059-045-050,1,brass
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",41,236553,electronic,50,bass_electronic_018,759,16000,[],1,bass_electronic_018-041-050,0,bass
"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",77,241623,electronic,50,keyboard_electronic_078,838,16000,['bright'],1,keyboard_electronic_078-077-050,4,keyboard
"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",58,282717,electronic,50,keyboard_electronic_078,838,16000,['bright'],1,keyboard_electronic_078-058-050,4,keyboard
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",76,61041,acoustic,50,guitar_acoustic_010,219,16000,[],0,guitar_acoustic_010-076-050,3,guitar
"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",101,65630,acoustic,75,brass_acoustic_046,414,16000,['long_release'],0,brass_acoustic_046-101-075,1,brass
"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",61,150444,electronic,75,bass_electronic_025,872,16000,['fast_decay'],1,bass_electronic_025-061-075,0,bass
"[1, 0, 0, 1, 0, 0, 0, 1, 0, 0]",105,296028,electronic,100,keyboard_electronic_002,50,16000,"['bright', 'fast_decay', 'percussive']",1,keyboard_electronic_002-105-100,4,keyboard
"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",22,256277,electronic,75,keyboard_electronic_002,50,16000,['distortion'],1,keyboard_electronic_002-022-075,4,keyboard
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",52,123935,acoustic,25,guitar_acoustic_014,263,16000,[],0,guitar_acoustic_014-052-025,3,guitar
"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",43,198651,synthetic,25,bass_synthetic_033,417,16000,['dark'],2,bass_synthetic_033-043-025,0,bass
"[1, 0, 1, 0, 1, 0, 1, 0, 0, 0]",36,49889,synthetic,127,vocal_synthetic_003,37,16000,"['bright', 'distortion', 'long_release', 'nonlinear_env']",2,vocal_synthetic_003-036-127,10,vocal
"[0, 0, 1, 0, 1, 0, 1, 0, 0, 0]",71,291255,electronic,75,organ_electronic_007,123,16000,"['distortion', 'long_release', 'nonlinear_env']",1,organ_electronic_007-071-075,6,organ
